"Day","State","Daily mobility"
2020-01-25,"HE",2.55
2020-01-26,"HE",2.35
2020-01-27,"HE",-0.24
2020-01-28,"HE",0.4
2020-01-29,"HE",6.9
2020-01-30,"HE",7.59
2020-01-31,"HE",10.05
2020-02-01,"HE",-0.62
2020-02-02,"HE",-2.64
2020-02-03,"HE",1.2
2020-02-04,"HE",1.77
2020-02-05,"HE",3.45
2020-02-06,"HE",0.88
2020-02-07,"HE",2.75
2020-02-08,"HE",1.21
2020-02-09,"HE",-7.14
2020-02-10,"HE",-11.33
2020-02-11,"HE",3.06
2020-02-12,"HE",1.05
2020-02-13,"HE",-1.08
2020-02-14,"HE",2.76
2020-02-15,"HE",3.07
2020-02-16,"HE",0.83
2020-02-17,"HE",1.65
2020-02-18,"HE",2.34
2020-02-19,"HE",0.19
2020-02-20,"HE",-0.24
2020-02-21,"HE",0.06
2020-02-22,"HE",-0.63
2020-02-23,"HE",-4.66
2020-02-24,"HE",-8.59
2020-02-25,"HE",-4.81
2020-02-26,"HE",-2.46
2020-02-27,"HE",-2.68
2020-02-28,"HE",0.89
2020-02-29,"HE",-1.37
2020-03-01,"HE",-2.33
2020-03-02,"HE",-1.11
2020-03-03,"HE",-0.71
2020-03-04,"HE",-1.73
2020-03-05,"HE",-3.11
2020-03-06,"HE",-4.02
2020-03-07,"HE",-2.42
2020-03-08,"HE",-0.54
2020-03-09,"HE",3.08
2020-03-10,"HE",-5.59
2020-03-11,"HE",-4.64
2020-03-12,"HE",-2.99
2020-03-13,"HE",-4.5
2020-03-14,"HE",-14.08
2020-03-15,"HE",-11.35
2020-03-16,"HE",-10.85
2020-03-17,"HE",-21.46
2020-03-18,"HE",-28.29
2020-03-19,"HE",-31.43
2020-03-20,"HE",-35.81
2020-03-21,"HE",-46.21
2020-03-22,"HE",-43.01
2020-03-23,"HE",-37.83
2020-03-24,"HE",-41
2020-03-25,"HE",-41.49
2020-03-26,"HE",-41.41
2020-03-27,"HE",-39.94
2020-03-28,"HE",-38.82
2020-03-29,"HE",-53.45
2020-03-30,"HE",-36.56
2020-03-31,"HE",-38.06
2020-04-01,"HE",-35.64
2020-04-02,"HE",-32.58
2020-04-03,"HE",-35.26
2020-04-04,"HE",-32.84
2020-04-05,"HE",-33.5
2020-04-06,"HE",-30.72
2020-04-07,"HE",-34.44
2020-04-08,"HE",-30.56
2020-04-09,"HE",-30.15
2020-04-10,"HE",-28.94
2020-04-11,"HE",-25.97
2020-04-12,"HE",-30.36
2020-04-13,"HE",-42.91
2020-04-14,"HE",-32.02
2020-04-15,"HE",-28.25
2020-04-16,"HE",-26.41
2020-04-17,"HE",-26.75
2020-04-18,"HE",-28.49
2020-04-19,"HE",-32.04
2020-04-20,"HE",-24.5
2020-04-21,"HE",-24.52
2020-04-22,"HE",-22.2
2020-04-23,"HE",-22.28
2020-04-24,"HE",-23.54
2020-04-25,"HE",-22.31
2020-04-26,"HE",-24.23
2020-04-27,"HE",-21.39
2020-04-28,"HE",-26.89
2020-04-29,"HE",-22.46
2020-04-30,"HE",-21.07
2020-05-01,"HE",-40.42
2020-05-02,"HE",-26.36
2020-05-03,"HE",-29.03
2020-05-04,"HE",-22.92
2020-05-05,"HE",-20.33
2020-05-06,"HE",-21.56
2020-05-07,"HE",-20.37
2020-05-08,"HE",-19.75
2020-05-09,"HE",-20.28
2020-05-10,"HE",-21.78
2020-05-11,"HE",-27.15
2020-05-12,"HE",-19.61
2020-05-13,"HE",-21.03
2020-05-14,"HE",-18.57
2020-05-15,"HE",-14.92
2020-05-16,"HE",-11.25
2020-05-17,"HE",-13.37
2020-05-18,"HE",-11.22
2020-05-19,"HE",-11.2
2020-05-20,"HE",-9.74
2020-05-21,"HE",-6.46
2020-05-22,"HE",-19.42
2020-05-23,"HE",-18.56
2020-05-24,"HE",-17.12
2020-05-25,"HE",-11.83
2020-05-26,"HE",-11.72
2020-05-27,"HE",-12.05
2020-05-28,"HE",-10.37
2020-05-29,"HE",-7.94
2020-05-30,"HE",-4.7
2020-05-31,"HE",-6.79
2020-06-01,"HE",2.05
2020-06-02,"HE",-10.95
2020-06-03,"HE",-14.21
2020-06-04,"HE",-17.81
2020-06-05,"HE",-14.56
2020-06-06,"HE",-13.5
2020-06-07,"HE",-16
2020-06-08,"HE",-11.19
2020-06-09,"HE",-12.36
2020-06-10,"HE",-10.4
2020-06-11,"HE",-12.72
2020-06-12,"HE",-13.2
2020-06-13,"HE",-9.87
2020-06-14,"HE",-23.91
2020-06-15,"HE",-15.17
2020-06-16,"HE",-13.55
2020-06-17,"HE",-14.13
2020-06-18,"HE",-12.36
2020-06-19,"HE",-7.59
2020-06-20,"HE",-6.09
2020-06-21,"HE",-4.53
2020-06-22,"HE",-10.16
2020-06-23,"HE",-8.64
2020-06-24,"HE",-8.38
2020-06-25,"HE",-11.74
2020-06-26,"HE",-11.46
2020-06-27,"HE",-8.38
2020-06-28,"HE",-14.56
2020-06-29,"HE",-9.27
2020-06-30,"HE",-8.29
2020-07-01,"HE",1.42
2020-07-02,"HE",1.33
2020-07-03,"HE",4.01
2020-07-04,"HE",-1.12
2020-07-05,"HE",-5.07
2020-07-06,"HE",-6.21
2020-07-07,"HE",-4.81
2020-07-08,"HE",-11.29
2020-07-09,"HE",-4.58
2020-07-10,"HE",-5.97
2020-07-11,"HE",-4.09
2020-07-12,"HE",-1.19
2020-07-13,"HE",-9.09
2020-07-14,"HE",-8.98
2020-07-15,"HE",-10.39
2020-07-16,"HE",-11.41
2020-07-17,"HE",-7.11
2020-07-18,"HE",-5.23
2020-07-19,"HE",-2.13
2020-07-20,"HE",-10.4
2020-07-21,"HE",-19.84
2020-07-22,"HE",-8.62
2020-07-23,"HE",-6.98
2020-07-24,"HE",-8.09
2020-07-25,"HE",-7.4
2020-07-26,"HE",-11.41
2020-07-27,"HE",-11.41
2020-07-28,"HE",-11.09
2020-07-29,"HE",-9
2020-07-30,"HE",-7.57
2020-07-31,"HE",-6.61
2020-08-01,"HE",-11.92
2020-08-02,"HE",-16.5
2020-08-03,"HE",-14.55
2020-08-04,"HE",-14.04
2020-08-05,"HE",-9.56
2020-08-06,"HE",-6.93
2020-08-07,"HE",-9.49
2020-08-08,"HE",-7.07
2020-08-09,"HE",-10.83
2020-08-10,"HE",-9.26
2020-08-11,"HE",-9.37
2020-08-12,"HE",-9.47
2020-08-13,"HE",-6.41
2020-08-14,"HE",-6.88
2020-08-15,"HE",-2.42
2020-08-16,"HE",-2.84
2020-08-17,"HE",0.52
2020-08-18,"HE",0.92
2020-08-19,"HE",1.54
2020-08-20,"HE",4.27
2020-08-21,"HE",2.04
2020-08-22,"HE",-1.5
2020-08-23,"HE",-5.1
2020-08-24,"HE",-0.04
2020-08-25,"HE",-7.16
2020-08-26,"HE",-8.39
2020-08-27,"HE",2.64
2020-08-28,"HE",1.12
2020-08-29,"HE",1.83
2020-08-30,"HE",-8.31
2020-08-31,"HE",2.68
2020-09-01,"HE",2.51
2020-09-02,"HE",0.54
2020-09-03,"HE",-0.08
2020-09-04,"HE",2.18
2020-09-05,"HE",1.8
2020-09-06,"HE",3.75
2020-09-07,"HE",4.92
2020-09-08,"HE",3.37
2020-09-09,"HE",2.7
2020-09-10,"HE",1.57
2020-09-11,"HE",3.25
2020-09-12,"HE",4.97
2020-09-13,"HE",8.05
2020-09-14,"HE",6.45
2020-09-15,"HE",5.1
2020-09-16,"HE",3.8
2020-09-17,"HE",4.58
2020-09-18,"HE",5.52
2020-09-19,"HE",6.56
2020-09-20,"HE",8.49
2020-09-21,"HE",7.56
2020-09-22,"HE",5.57
2020-09-23,"HE",4.47
2020-09-24,"HE",4.68
2020-09-25,"HE",2.6
2020-09-26,"HE",-2.55
2020-09-27,"HE",-7.42
2020-09-28,"HE",6.61
2020-09-29,"HE",1.63
2020-09-30,"HE",4.91
2020-10-01,"HE",2.6
2020-10-02,"HE",9.68
2020-10-03,"HE",11.2
2020-10-04,"HE",-1.11
2020-10-05,"HE",-7.87
2020-10-06,"HE",-8.18
2020-10-07,"HE",-14.36
2020-10-08,"HE",-18.88
2020-10-09,"HE",-13.96
2020-10-10,"HE",-6.16
2020-10-11,"HE",-8.15
2020-10-12,"HE",-10.97
2020-10-13,"HE",-7.78
2020-10-14,"HE",-10.25
2020-10-15,"HE",-12.68
2020-10-16,"HE",-7.49
2020-10-17,"HE",-6.86
2020-10-18,"HE",-6.61
2020-10-19,"HE",-1.11
2020-10-20,"HE",-0.89
2020-10-21,"HE",-0.27
2020-10-22,"HE",-3.6
2020-10-23,"HE",-1.77
2020-10-24,"HE",-7.75
2020-10-25,"HE",-5.34
2020-10-26,"HE",-5.31
2020-10-27,"HE",-2.94
2020-10-28,"HE",-4.56
2020-10-29,"HE",-10.75
2020-10-30,"HE",-5.92
2020-10-31,"HE",-9.33
2020-11-01,"HE",-19.75
2020-11-02,"HE",-7.71
2020-11-03,"HE",-6.11
2020-11-04,"HE",-5.38
2020-11-05,"HE",-6.7
2020-11-06,"HE",-9.62
2020-11-07,"HE",-14.19
2020-11-08,"HE",-15.01
2020-11-09,"HE",-9.94
2020-11-10,"HE",-11.85
2020-11-11,"HE",-12.7
2020-11-12,"HE",-12.6
2020-11-13,"HE",-15.56
2020-11-14,"HE",-19.27
2020-11-15,"HE",-17.08
2020-11-16,"HE",-14.44
2020-11-17,"HE",-16.1
2020-11-18,"HE",-15.14
2020-11-19,"HE",-17.13
2020-11-20,"HE",-10
2020-11-21,"HE",-15.88
2020-11-22,"HE",-30.4
2020-11-23,"HE",-7.58
2020-11-24,"HE",-8.26
2020-11-25,"HE",-10.77
2020-11-26,"HE",-5.95
2020-11-27,"HE",-4.08
2020-11-28,"HE",-14.67
2020-11-29,"HE",-27.8
2020-11-30,"HE",-14.36
2020-12-01,"HE",-5.82
2020-12-02,"HE",-16.96
2020-12-03,"HE",-17.43
2020-12-04,"HE",NA
2020-12-05,"HE",NA
2020-12-06,"HE",NA
2020-12-07,"HE",NA
2020-12-08,"HE",4.2
2020-12-09,"HE",-8.77
2020-12-10,"HE",-11.29
2020-12-11,"HE",-0.08
2020-12-12,"HE",-21.14
2020-12-13,"HE",-29.62
2020-12-14,"HE",-6.67
2020-12-15,"HE",7.67
2020-12-16,"HE",-21.71
2020-12-17,"HE",-20.6
2020-12-18,"HE",-17.38
2020-12-19,"HE",-21.58
2020-12-20,"HE",-31.41
2020-12-21,"HE",-19.14
2020-12-22,"HE",-12.5
2020-12-23,"HE",-28.66
2020-12-24,"HE",-42.41
2020-12-25,"HE",-9.99
2020-12-26,"HE",-18.19
2020-12-27,"HE",-31.3
2020-12-28,"HE",-30.62
2020-12-29,"HE",-22.37
2020-12-30,"HE",-29.68
2020-12-31,"HE",-46.62
2021-01-01,"HE",-14.62
2021-01-02,"HE",-27.65
2021-01-03,"HE",-24.02
2021-01-04,"HE",-26.07
2021-01-05,"HE",-25.65
2021-01-06,"HE",-22.7
2021-01-07,"HE",-22.58
2021-01-08,"HE",-21.77
2021-01-09,"HE",-20.24
2021-01-10,"HE",-9.61
2021-01-11,"HE",-18.14
2021-01-12,"HE",-23.26
2021-01-13,"HE",-17.49
2021-01-14,"HE",-15.83
2021-01-15,"HE",-15.61
2021-01-16,"HE",-21.36
2021-01-17,"HE",-17.2
2021-01-18,"HE",-17.83
2021-01-19,"HE",-20.5
2021-01-20,"HE",-12.76
2021-01-21,"HE",-14.49
2021-01-22,"HE",-14.82
2021-01-23,"HE",-19.38
2021-01-24,"HE",-20.68
2021-01-25,"HE",-17.91
2021-01-26,"HE",-17.94
2021-01-27,"HE",-15.64
2021-01-28,"HE",-15.92
2021-01-29,"HE",-11.76
2021-01-30,"HE",-20.44
2021-01-31,"HE",-9.27
2021-02-01,"HE",-16.6
2021-02-02,"HE",-16.54
2021-02-03,"HE",-17.96
2021-02-04,"HE",-11.33
2021-02-05,"HE",-17.7
2021-02-06,"HE",-24.28
2021-02-07,"HE",-33.35
2021-02-08,"HE",-26.98
2021-02-09,"HE",-22.15
2021-02-10,"HE",-21.14
2021-02-11,"HE",-19.09
2021-02-12,"HE",-17.65
2021-02-13,"HE",-16.69
2021-02-14,"HE",-11.88
2021-02-15,"HE",-23.2
2021-02-16,"HE",-14.98
2021-02-17,"HE",-14.85
2021-02-18,"HE",-14.14
2021-02-19,"HE",-11.47
2021-02-20,"HE",-8.15
2021-02-21,"HE",4.68
2021-02-22,"HE",-8.49
2020-01-01,"MV",-2.16
2020-01-02,"MV",-9.19
2020-01-03,"MV",-14.79
2020-01-04,"MV",-6.86
2020-01-05,"MV",-1.81
2020-01-06,"MV",-2.38
2020-01-07,"MV",-2.17
2020-01-08,"MV",-1.52
2020-01-09,"MV",-2.04
2020-01-10,"MV",0.24
2020-01-11,"MV",0.62
2020-01-12,"MV",-5.1
2020-01-13,"MV",-0.81
2020-01-14,"MV",-2.18
2020-01-15,"MV",2.22
2020-01-16,"MV",1.15
2020-01-17,"MV",3.64
2020-01-18,"MV",3.32
2020-01-19,"MV",7.42
2020-01-20,"MV",0.07
2020-01-21,"MV",1.2
2020-01-22,"MV",2.15
2020-01-23,"MV",-2.83
2020-01-24,"MV",1.08
2020-01-25,"MV",1.42
2020-01-26,"MV",1.48
2020-01-27,"MV",-0.9
2020-01-28,"MV",0.05
2020-01-29,"MV",0.55
2020-01-30,"MV",-0.6
2020-01-31,"MV",5.79
2020-02-01,"MV",-1.21
2020-02-02,"MV",3.32
2020-02-03,"MV",3.31
2020-02-04,"MV",4.6
2020-02-05,"MV",9.1
2020-02-06,"MV",2.48
2020-02-07,"MV",4.42
2020-02-08,"MV",0.11
2020-02-09,"MV",-16.08
2020-02-10,"MV",-13.45
2020-02-11,"MV",-10.47
2020-02-12,"MV",-6.63
2020-02-13,"MV",-7.64
2020-02-14,"MV",-5.94
2020-02-15,"MV",-2.95
2020-02-16,"MV",-13.79
2020-02-17,"MV",-5.16
2020-02-18,"MV",-6.92
2020-02-19,"MV",-3.02
2020-02-20,"MV",-6.86
2020-02-21,"MV",-3.71
2020-02-22,"MV",-6.48
2020-02-23,"MV",-10.7
2020-02-24,"MV",3.92
2020-02-25,"MV",3.31
2020-02-26,"MV",5.64
2020-02-27,"MV",4.15
2020-02-28,"MV",8.02
2020-02-29,"MV",0.88
2020-03-01,"MV",4.35
2020-03-02,"MV",5.34
2020-03-03,"MV",2.51
2020-03-04,"MV",5.4
2020-03-05,"MV",5.82
2020-03-06,"MV",0.5
2020-03-07,"MV",0.72
2020-03-08,"MV",9.1
2020-03-09,"MV",6.51
2020-03-10,"MV",1.76
2020-03-11,"MV",7.18
2020-03-12,"MV",1.89
2020-03-13,"MV",0.75
2020-03-14,"MV",0.47
2020-03-15,"MV",-5.33
2020-03-16,"MV",-3.2
2020-03-17,"MV",-11.24
2020-03-18,"MV",-15.36
2020-03-19,"MV",-21.04
2020-03-20,"MV",-27.21
2020-03-21,"MV",-36.82
2020-03-22,"MV",-36.35
2020-03-23,"MV",-26.71
2020-03-24,"MV",-31.58
2020-03-25,"MV",-30.01
2020-03-26,"MV",-29.1
2020-03-27,"MV",-31.22
2020-03-28,"MV",-34.76
2020-03-29,"MV",-50.49
2020-03-30,"MV",-32.85
2020-03-31,"MV",-30.32
2020-04-01,"MV",-33.1
2020-04-02,"MV",-31.86
2020-04-03,"MV",-30.55
2020-04-04,"MV",-41.65
2020-04-05,"MV",-35.42
2020-04-06,"MV",-21.4
2020-04-07,"MV",-26.68
2020-04-08,"MV",-23
2020-04-09,"MV",-23.92
2020-04-10,"MV",-47.57
2020-04-11,"MV",-32.95
2020-04-12,"MV",-19.93
2020-04-13,"MV",-50.23
2020-04-14,"MV",-27.42
2020-04-15,"MV",-25.78
2020-04-16,"MV",-23.89
2020-04-17,"MV",-21.51
2020-04-18,"MV",-28.66
2020-04-19,"MV",-30.65
2020-04-20,"MV",-15.47
2020-04-21,"MV",-18.47
2020-04-22,"MV",-15.62
2020-04-23,"MV",-15.32
2020-04-24,"MV",-14.69
2020-04-25,"MV",-26.01
2020-04-26,"MV",-28.46
2020-04-27,"MV",-12.26
2020-04-28,"MV",-15.86
2020-04-29,"MV",-17
2020-04-30,"MV",-14.52
2020-05-01,"MV",-26.15
2020-05-02,"MV",-26.11
2020-05-03,"MV",-27.51
2020-05-04,"MV",-17.5
2020-05-05,"MV",-21.07
2020-05-06,"MV",-13.99
2020-05-07,"MV",-9.33
2020-05-08,"MV",-9.35
2020-05-09,"MV",-9.23
2020-05-10,"MV",1.1
2020-05-11,"MV",-12.57
2020-05-12,"MV",-12.23
2020-05-13,"MV",-12.9
2020-05-14,"MV",-3.86
2020-05-15,"MV",-10.07
2020-05-16,"MV",-13.27
2020-05-17,"MV",-12.56
2020-05-18,"MV",-3.43
2020-05-19,"MV",-1.41
2020-05-20,"MV",5.91
2020-05-21,"MV",-5
2020-05-22,"MV",-8.81
2020-05-23,"MV",-4.69
2020-05-24,"MV",-15.6
2020-05-25,"MV",9.1
2020-05-26,"MV",17.82
2020-05-27,"MV",18.8
2020-05-28,"MV",30.58
2020-05-29,"MV",26.55
2020-05-30,"MV",58.28
2020-05-31,"MV",79.33
2020-06-01,"MV",60.37
2020-06-02,"MV",28.09
2020-06-03,"MV",23.76
2020-06-04,"MV",18.94
2020-06-05,"MV",20.22
2020-06-06,"MV",16.86
2020-06-07,"MV",16.69
2020-06-08,"MV",30.71
2020-06-09,"MV",32.03
2020-06-10,"MV",28.76
2020-06-11,"MV",24.5
2020-06-12,"MV",26.85
2020-06-13,"MV",22.06
2020-06-14,"MV",23.63
2020-06-15,"MV",32.15
2020-06-16,"MV",37.29
2020-06-17,"MV",30.68
2020-06-18,"MV",26.95
2020-06-19,"MV",19.84
2020-06-20,"MV",11.86
2020-06-21,"MV",23.46
2020-06-22,"MV",27.74
2020-06-23,"MV",31.39
2020-06-24,"MV",27.49
2020-06-25,"MV",23.99
2020-06-26,"MV",21.31
2020-06-27,"MV",32.57
2020-06-28,"MV",20.96
2020-06-29,"MV",32.69
2020-06-30,"MV",33.11
2020-07-01,"MV",36.76
2020-07-02,"MV",38.13
2020-07-03,"MV",39.26
2020-07-04,"MV",32.56
2020-07-05,"MV",31.68
2020-07-06,"MV",43.12
2020-07-07,"MV",47.99
2020-07-08,"MV",46.79
2020-07-09,"MV",35.83
2020-07-10,"MV",34.88
2020-07-11,"MV",44.43
2020-07-12,"MV",48.5
2020-07-13,"MV",47.93
2020-07-14,"MV",47.56
2020-07-15,"MV",42.13
2020-07-16,"MV",49.57
2020-07-17,"MV",48.26
2020-07-18,"MV",54.8
2020-07-19,"MV",63.97
2020-07-20,"MV",55.89
2020-07-21,"MV",40
2020-07-22,"MV",58.67
2020-07-23,"MV",59.41
2020-07-24,"MV",57.26
2020-07-25,"MV",58.4
2020-07-26,"MV",52.59
2020-07-27,"MV",60.97
2020-07-28,"MV",64.02
2020-07-29,"MV",65.55
2020-07-30,"MV",68.33
2020-07-31,"MV",63.12
2020-08-01,"MV",72.4
2020-08-02,"MV",62.38
2020-08-03,"MV",75.49
2020-08-04,"MV",74.85
2020-08-05,"MV",77.56
2020-08-06,"MV",75.52
2020-08-07,"MV",74.57
2020-08-08,"MV",69.85
2020-08-09,"MV",76.47
2020-08-10,"MV",70.38
2020-08-11,"MV",73.26
2020-08-12,"MV",72.32
2020-08-13,"MV",72.32
2020-08-14,"MV",73.54
2020-08-15,"MV",69.04
2020-08-16,"MV",73.95
2020-08-17,"MV",69.4
2020-08-18,"MV",68.74
2020-08-19,"MV",70.25
2020-08-20,"MV",70.08
2020-08-21,"MV",63.38
2020-08-22,"MV",58.31
2020-08-23,"MV",55.16
2020-08-24,"MV",60.14
2020-08-25,"MV",61.77
2020-08-26,"MV",37.53
2020-08-27,"MV",50.39
2020-08-28,"MV",61.4
2020-08-29,"MV",58.29
2020-08-30,"MV",64.1
2020-08-31,"MV",64
2020-09-01,"MV",65.24
2020-09-02,"MV",56.67
2020-09-03,"MV",57.63
2020-09-04,"MV",59.9
2020-09-05,"MV",57.32
2020-09-06,"MV",70.5
2020-09-07,"MV",59.34
2020-09-08,"MV",57.71
2020-09-09,"MV",52.34
2020-09-10,"MV",51.79
2020-09-11,"MV",52.38
2020-09-12,"MV",58.59
2020-09-13,"MV",67.16
2020-09-14,"MV",53.52
2020-09-15,"MV",53.53
2020-09-16,"MV",46.67
2020-09-17,"MV",46.25
2020-09-18,"MV",50.88
2020-09-19,"MV",62.41
2020-09-20,"MV",74.6
2020-09-21,"MV",58.86
2020-09-22,"MV",59.51
2020-09-23,"MV",56.76
2020-09-24,"MV",47.32
2020-09-25,"MV",35.48
2020-09-26,"MV",41.86
2020-09-27,"MV",26.01
2020-09-28,"MV",47.03
2020-09-29,"MV",49.98
2020-09-30,"MV",47.42
2020-10-01,"MV",44.31
2020-10-02,"MV",52.06
2020-10-03,"MV",66.08
2020-10-04,"MV",69.66
2020-10-05,"MV",37.21
2020-10-06,"MV",34.95
2020-10-07,"MV",27.51
2020-10-08,"MV",20.89
2020-10-09,"MV",34.86
2020-10-10,"MV",44.51
2020-10-11,"MV",51.83
2020-10-12,"MV",50.48
2020-10-13,"MV",55.03
2020-10-14,"MV",39.12
2020-10-15,"MV",48.22
2020-10-16,"MV",53.41
2020-10-17,"MV",50.7
2020-10-18,"MV",49.44
2020-10-19,"MV",48.67
2020-10-20,"MV",47.33
2020-10-21,"MV",41.95
2020-10-22,"MV",50.7
2020-10-23,"MV",50.71
2020-10-24,"MV",40.81
2020-10-25,"MV",39.41
2020-10-26,"MV",32.99
2020-10-27,"MV",37.32
2020-10-28,"MV",34.34
2020-10-29,"MV",32.16
2020-10-30,"MV",34.66
2020-10-31,"MV",41.68
2020-11-01,"MV",28.41
2020-11-02,"MV",12.69
2020-11-03,"MV",10.92
2020-11-04,"MV",13.98
2020-11-05,"MV",10.36
2020-11-06,"MV",3.31
2020-11-07,"MV",7.27
2020-11-08,"MV",5.95
2020-11-09,"MV",3.72
2020-11-10,"MV",2.92
2020-11-11,"MV",2.71
2020-11-12,"MV",8.94
2020-11-13,"MV",10.79
2020-11-14,"MV",1.49
2020-11-15,"MV",15.48
2020-11-16,"MV",16.03
2020-11-17,"MV",11.68
2020-11-18,"MV",13.62
2020-11-19,"MV",14.22
2020-11-20,"MV",12.45
2020-11-21,"MV",-4.21
2020-11-22,"MV",-0.52
2020-11-23,"MV",15.16
2020-11-24,"MV",13.09
2020-11-25,"MV",11.14
2020-11-26,"MV",13.36
2020-11-27,"MV",15.85
2020-11-28,"MV",2.67
2020-11-29,"MV",-3.47
2020-11-30,"MV",14.53
2020-12-01,"MV",12.54
2020-12-02,"MV",-1.68
2020-12-03,"MV",0.68
2020-12-04,"MV",NA
2020-12-05,"MV",NA
2020-12-06,"MV",NA
2020-12-07,"MV",NA
2020-12-08,"MV",0.35
2020-12-09,"MV",-1.83
2020-12-10,"MV",5
2020-12-11,"MV",13.47
2020-12-12,"MV",-17.75
2020-12-13,"MV",-26.72
2020-12-14,"MV",-5.51
2020-12-15,"MV",16.74
2020-12-16,"MV",-6.15
2020-12-17,"MV",-6.54
2020-12-18,"MV",-2.16
2020-12-19,"MV",-14.04
2020-12-20,"MV",-18.17
2020-12-21,"MV",-6.36
2020-12-22,"MV",-4.91
2020-12-23,"MV",-11.67
2020-12-24,"MV",-34.05
2020-12-25,"MV",-5.2
2020-12-26,"MV",-12.77
2020-12-27,"MV",-19.23
2020-12-28,"MV",-20.3
2020-12-29,"MV",-15.28
2020-12-30,"MV",-12.89
2020-12-31,"MV",-33.98
2021-01-01,"MV",-27.92
2021-01-02,"MV",-20.45
2021-01-03,"MV",-12.27
2021-01-04,"MV",-14.36
2021-01-05,"MV",-14.24
2021-01-06,"MV",-13.69
2021-01-07,"MV",-12.94
2021-01-08,"MV",-10.91
2021-01-09,"MV",-17.04
2021-01-10,"MV",-7.7
2021-01-11,"MV",-9.44
2021-01-12,"MV",-5.22
2021-01-13,"MV",-8.35
2021-01-14,"MV",-7.22
2021-01-15,"MV",-6.77
2021-01-16,"MV",-14.34
2021-01-17,"MV",-0.89
2021-01-18,"MV",-8.76
2021-01-19,"MV",-9.15
2021-01-20,"MV",-4.2
2021-01-21,"MV",-3.09
2021-01-22,"MV",-5.13
2021-01-23,"MV",-10.84
2021-01-24,"MV",-8.62
2021-01-25,"MV",-6.13
2021-01-26,"MV",-4.7
2021-01-27,"MV",-3.51
2021-01-28,"MV",-2.1
2021-01-29,"MV",-2.59
2021-01-30,"MV",-5.51
2021-01-31,"MV",4.08
2021-02-01,"MV",-3.24
2021-02-02,"MV",-2.82
2021-02-03,"MV",-4.2
2021-02-04,"MV",-4.84
2021-02-05,"MV",-2.95
2021-02-06,"MV",-14.61
2021-02-07,"MV",-24.87
2021-02-08,"MV",-10.57
2021-02-09,"MV",-11.44
2021-02-10,"MV",-6.51
2021-02-11,"MV",-7.96
2021-02-12,"MV",-3.51
2021-02-13,"MV",-3.99
2021-02-14,"MV",7.46
2021-02-15,"MV",-6.08
2021-02-16,"MV",-10.55
2021-02-17,"MV",-6.13
2021-02-18,"MV",-3.11
2021-02-19,"MV",-1.66
2021-02-20,"MV",-2.55
2021-02-21,"MV",20.33
2021-02-22,"MV",6.84
2020-01-01,"NI",-2.73
2020-01-02,"NI",-20.79
2020-01-03,"NI",-20.17
2020-01-04,"NI",-10.74
2020-01-05,"NI",-7.91
2020-01-06,"NI",-11.63
2020-01-07,"NI",-2.86
2020-01-08,"NI",0.77
2020-01-09,"NI",3.07
2020-01-10,"NI",2.89
2020-01-11,"NI",1
2020-01-12,"NI",-4.15
2020-01-13,"NI",-0.59
2020-01-14,"NI",-3.46
2020-01-15,"NI",2.26
2020-01-16,"NI",7.35
2020-01-17,"NI",5.34
2020-01-18,"NI",2.01
2020-01-19,"NI",3.8
2020-01-20,"NI",-0.6
2020-01-21,"NI",0.9
2020-01-22,"NI",3.7
2020-01-23,"NI",2.42
2020-01-24,"NI",1.46
2020-01-25,"NI",1.31
2020-01-26,"NI",1.46
2020-01-27,"NI",-0.9
2020-01-28,"NI",-0.82
2020-01-29,"NI",3.2
2020-01-30,"NI",7.25
2020-01-31,"NI",7.79
2020-02-01,"NI",-2.43
2020-02-02,"NI",-9.24
2020-02-03,"NI",-8.44
2020-02-04,"NI",-6.38
2020-02-05,"NI",1.68
2020-02-06,"NI",-0.76
2020-02-07,"NI",3.6
2020-02-08,"NI",0.64
2020-02-09,"NI",-17.58
2020-02-10,"NI",-10.35
2020-02-11,"NI",-0.49
2020-02-12,"NI",0.28
2020-02-13,"NI",-1.79
2020-02-14,"NI",5.14
2020-02-15,"NI",3.29
2020-02-16,"NI",-8.2
2020-02-17,"NI",0.81
2020-02-18,"NI",1.82
2020-02-19,"NI",1.27
2020-02-20,"NI",0.12
2020-02-21,"NI",4.58
2020-02-22,"NI",-0.81
2020-02-23,"NI",-10.66
2020-02-24,"NI",-0.81
2020-02-25,"NI",1.63
2020-02-26,"NI",0.47
2020-02-27,"NI",-0.19
2020-02-28,"NI",5.34
2020-02-29,"NI",2.27
2020-03-01,"NI",-2.49
2020-03-02,"NI",-1.59
2020-03-03,"NI",-2.97
2020-03-04,"NI",-0.69
2020-03-05,"NI",-0.78
2020-03-06,"NI",-4.44
2020-03-07,"NI",-1.13
2020-03-08,"NI",-2.28
2020-03-09,"NI",1.02
2020-03-10,"NI",-4.81
2020-03-11,"NI",-1.74
2020-03-12,"NI",-2.47
2020-03-13,"NI",-7.14
2020-03-14,"NI",-10.34
2020-03-15,"NI",-15.49
2020-03-16,"NI",-12.35
2020-03-17,"NI",-21.84
2020-03-18,"NI",-25.42
2020-03-19,"NI",-31.4
2020-03-20,"NI",-36.27
2020-03-21,"NI",-41.86
2020-03-22,"NI",-42.44
2020-03-23,"NI",-37.06
2020-03-24,"NI",-39.3
