"Day","State","Daily mobility"
2020-03-25,"NI",-38.69
2020-03-26,"NI",-38.52
2020-03-27,"NI",-38.84
2020-03-28,"NI",-39.91
2020-03-29,"NI",-54.73
2020-03-30,"NI",-40.08
2020-03-31,"NI",-36.9
2020-04-01,"NI",-37.63
2020-04-02,"NI",-38.1
2020-04-03,"NI",-37.68
2020-04-04,"NI",-38.2
2020-04-05,"NI",-37.42
2020-04-06,"NI",-29.65
2020-04-07,"NI",-31.09
2020-04-08,"NI",-28.28
2020-04-09,"NI",-27.26
2020-04-10,"NI",-37.93
2020-04-11,"NI",-30.09
2020-04-12,"NI",-29.21
2020-04-13,"NI",-46.71
2020-04-14,"NI",-32.79
2020-04-15,"NI",-29.1
2020-04-16,"NI",-26.85
2020-04-17,"NI",-26.62
2020-04-18,"NI",-29.03
2020-04-19,"NI",-31.85
2020-04-20,"NI",-24.06
2020-04-21,"NI",-25.01
2020-04-22,"NI",-23.77
2020-04-23,"NI",-22.73
2020-04-24,"NI",-23.37
2020-04-25,"NI",-27.7
2020-04-26,"NI",-30.42
2020-04-27,"NI",-21.63
2020-04-28,"NI",-25.24
2020-04-29,"NI",-23.81
2020-04-30,"NI",-20.87
2020-05-01,"NI",-42.05
2020-05-02,"NI",-35.24
2020-05-03,"NI",-40.16
2020-05-04,"NI",-29.69
2020-05-05,"NI",-30.45
2020-05-06,"NI",-23.76
2020-05-07,"NI",-19.66
2020-05-08,"NI",-18.22
2020-05-09,"NI",-15.28
2020-05-10,"NI",-19.26
2020-05-11,"NI",-20.53
2020-05-12,"NI",-20.26
2020-05-13,"NI",-19.74
2020-05-14,"NI",-15.23
2020-05-15,"NI",-15.33
2020-05-16,"NI",-15.49
2020-05-17,"NI",-18.2
2020-05-18,"NI",-11.16
2020-05-19,"NI",-12.24
2020-05-20,"NI",-7.25
2020-05-21,"NI",-6.32
2020-05-22,"NI",-20.96
2020-05-23,"NI",-14.68
2020-05-24,"NI",-26.96
2020-05-25,"NI",-10.65
2020-05-26,"NI",-9.66
2020-05-27,"NI",-10.49
2020-05-28,"NI",-7.22
2020-05-29,"NI",-5.48
2020-05-30,"NI",-4.76
2020-05-31,"NI",-3.2
2020-06-01,"NI",5.18
2020-06-02,"NI",-8.64
2020-06-03,"NI",-10.14
2020-06-04,"NI",-15.14
2020-06-05,"NI",-14.75
2020-06-06,"NI",-12.59
2020-06-07,"NI",-20.5
2020-06-08,"NI",-8.86
2020-06-09,"NI",-7.55
2020-06-10,"NI",-7.84
2020-06-11,"NI",-10.54
2020-06-12,"NI",-8.49
2020-06-13,"NI",-12.04
2020-06-14,"NI",-27.28
2020-06-15,"NI",-10.14
2020-06-16,"NI",-6.34
2020-06-17,"NI",-9.75
2020-06-18,"NI",-14.18
2020-06-19,"NI",-9.95
2020-06-20,"NI",-7.26
2020-06-21,"NI",-6.11
2020-06-22,"NI",-6.97
2020-06-23,"NI",-3.34
2020-06-24,"NI",-3.93
2020-06-25,"NI",-9.96
2020-06-26,"NI",-13.42
2020-06-27,"NI",-8.6
2020-06-28,"NI",-15.5
2020-06-29,"NI",-5.77
2020-06-30,"NI",-4.66
2020-07-01,"NI",2.74
2020-07-02,"NI",6.41
2020-07-03,"NI",8.33
2020-07-04,"NI",0.13
2020-07-05,"NI",-7.67
2020-07-06,"NI",3.73
2020-07-07,"NI",5.26
2020-07-08,"NI",2.68
2020-07-09,"NI",3.59
2020-07-10,"NI",3.97
2020-07-11,"NI",4.47
2020-07-12,"NI",7.82
2020-07-13,"NI",6.85
2020-07-14,"NI",5.01
2020-07-15,"NI",6.99
2020-07-16,"NI",5.58
2020-07-17,"NI",6.13
2020-07-18,"NI",6.02
2020-07-19,"NI",5.71
2020-07-20,"NI",-1.52
2020-07-21,"NI",-12.48
2020-07-22,"NI",-1.38
2020-07-23,"NI",3.08
2020-07-24,"NI",-0.74
2020-07-25,"NI",-0.64
2020-07-26,"NI",-4.78
2020-07-27,"NI",-5.13
2020-07-28,"NI",-3.36
2020-07-29,"NI",-3.75
2020-07-30,"NI",0.79
2020-07-31,"NI",3.12
2020-08-01,"NI",-4.29
2020-08-02,"NI",-7.05
2020-08-03,"NI",-5.41
2020-08-04,"NI",-4.99
2020-08-05,"NI",-1.21
2020-08-06,"NI",0.47
2020-08-07,"NI",-1.98
2020-08-08,"NI",-1.46
2020-08-09,"NI",-3.28
2020-08-10,"NI",-3.94
2020-08-11,"NI",-3.28
2020-08-12,"NI",-3.35
2020-08-13,"NI",-1.58
2020-08-14,"NI",-4.58
2020-08-15,"NI",-2.9
2020-08-16,"NI",-0.23
2020-08-17,"NI",-3.56
2020-08-18,"NI",-0.4
2020-08-19,"NI",0.32
2020-08-20,"NI",1.39
2020-08-21,"NI",-0.95
2020-08-22,"NI",0.06
2020-08-23,"NI",-3.29
2020-08-24,"NI",0.83
2020-08-25,"NI",-1.88
2020-08-26,"NI",-14.58
2020-08-27,"NI",2.59
2020-08-28,"NI",12.58
2020-08-29,"NI",9.62
2020-08-30,"NI",7.35
2020-08-31,"NI",14.02
2020-09-01,"NI",11.75
2020-09-02,"NI",8.71
2020-09-03,"NI",5.71
2020-09-04,"NI",7.6
2020-09-05,"NI",1.4
2020-09-06,"NI",4.96
2020-09-07,"NI",7.27
2020-09-08,"NI",4.6
2020-09-09,"NI",3.88
2020-09-10,"NI",3.75
2020-09-11,"NI",1.37
2020-09-12,"NI",-1.09
2020-09-13,"NI",4.04
2020-09-14,"NI",2.11
2020-09-15,"NI",0.48
2020-09-16,"NI",-1.97
2020-09-17,"NI",-2.11
2020-09-18,"NI",-1.08
2020-09-19,"NI",1.6
2020-09-20,"NI",9.07
2020-09-21,"NI",4.91
2020-09-22,"NI",6.71
2020-09-23,"NI",5.69
2020-09-24,"NI",1.64
2020-09-25,"NI",-3.26
2020-09-26,"NI",-0.45
2020-09-27,"NI",-2.51
2020-09-28,"NI",3.22
2020-09-29,"NI",4.85
2020-09-30,"NI",7.63
2020-10-01,"NI",7.28
2020-10-02,"NI",14.62
2020-10-03,"NI",16.66
2020-10-04,"NI",9.33
2020-10-05,"NI",10.16
2020-10-06,"NI",6.43
2020-10-07,"NI",-5.27
2020-10-08,"NI",-1.99
2020-10-09,"NI",12.08
2020-10-10,"NI",6.36
2020-10-11,"NI",0.57
2020-10-12,"NI",-1.08
2020-10-13,"NI",-0.25
2020-10-14,"NI",-4.16
2020-10-15,"NI",0.34
2020-10-16,"NI",3.92
2020-10-17,"NI",1.86
2020-10-18,"NI",-4.07
2020-10-19,"NI",-1.81
2020-10-20,"NI",-4.74
2020-10-21,"NI",-5.47
2020-10-22,"NI",2.06
2020-10-23,"NI",1.96
2020-10-24,"NI",0.9
2020-10-25,"NI",-6.2
2020-10-26,"NI",6.89
2020-10-27,"NI",5.92
2020-10-28,"NI",4.88
2020-10-29,"NI",6.66
2020-10-30,"NI",13.67
2020-10-31,"NI",4.22
2020-11-01,"NI",1.97
2020-11-02,"NI",1.78
2020-11-03,"NI",-2.56
2020-11-04,"NI",-2.9
2020-11-05,"NI",-6.46
2020-11-06,"NI",-13.52
2020-11-07,"NI",-6.54
2020-11-08,"NI",-4.84
2020-11-09,"NI",-13.1
2020-11-10,"NI",-13.68
2020-11-11,"NI",-12.74
2020-11-12,"NI",-8.87
2020-11-13,"NI",-8.91
2020-11-14,"NI",-10.94
2020-11-15,"NI",-7.33
2020-11-16,"NI",-1.99
2020-11-17,"NI",-4.91
2020-11-18,"NI",-0.81
2020-11-19,"NI",-1.96
2020-11-20,"NI",-5.25
2020-11-21,"NI",-14.39
2020-11-22,"NI",-16
2020-11-23,"NI",0.11
2020-11-24,"NI",-1.9
2020-11-25,"NI",-1.27
2020-11-26,"NI",-0.34
2020-11-27,"NI",0.27
2020-11-28,"NI",-9.05
2020-11-29,"NI",-15.35
2020-11-30,"NI",-2
2020-12-01,"NI",3.34
2020-12-02,"NI",-18.58
2020-12-03,"NI",-15.15
2020-12-04,"NI",NA
2020-12-05,"NI",NA
2020-12-06,"NI",NA
2020-12-07,"NI",NA
2020-12-08,"NI",-6.83
2020-12-09,"NI",-13.98
2020-12-10,"NI",-8.56
2020-12-11,"NI",1.86
2020-12-12,"NI",-25.9
2020-12-13,"NI",-35.94
2020-12-14,"NI",-13.61
2020-12-15,"NI",9.19
2020-12-16,"NI",-18.71
2020-12-17,"NI",-19.25
2020-12-18,"NI",-15.12
2020-12-19,"NI",-20.17
2020-12-20,"NI",-23.15
2020-12-21,"NI",-14.77
2020-12-22,"NI",-8.2
2020-12-23,"NI",-25.81
2020-12-24,"NI",-41.68
2020-12-25,"NI",-12.19
2020-12-26,"NI",-20.24
2020-12-27,"NI",-33.33
2020-12-28,"NI",-28.01
2020-12-29,"NI",-20.44
2020-12-30,"NI",-27.32
2020-12-31,"NI",-44.82
2021-01-01,"NI",-14.04
2021-01-02,"NI",-28.8
2021-01-03,"NI",-24.82
2021-01-04,"NI",-25.63
2021-01-05,"NI",-26.78
2021-01-06,"NI",-23.37
2021-01-07,"NI",-20.54
2021-01-08,"NI",-21.44
2021-01-09,"NI",-22.54
2021-01-10,"NI",-17.59
2021-01-11,"NI",-19.75
2021-01-12,"NI",-18.04
2021-01-13,"NI",-16.66
2021-01-14,"NI",-13.5
2021-01-15,"NI",-16.65
2021-01-16,"NI",-21.86
2021-01-17,"NI",-20.83
2021-01-18,"NI",-17.76
2021-01-19,"NI",-18.96
2021-01-20,"NI",-11.91
2021-01-21,"NI",-10.8
2021-01-22,"NI",-13.5
2021-01-23,"NI",-19.24
2021-01-24,"NI",-19.22
2021-01-25,"NI",-15.96
2021-01-26,"NI",-16.87
2021-01-27,"NI",-14.43
2021-01-28,"NI",-11.32
2021-01-29,"NI",-16.86
2021-01-30,"NI",-19.09
2021-01-31,"NI",-8.01
2021-02-01,"NI",-19.97
2021-02-02,"NI",-19.96
2021-02-03,"NI",-18.76
2021-02-04,"NI",-18.48
2021-02-05,"NI",-14.97
2021-02-06,"NI",-27.49
2021-02-07,"NI",-49.41
2021-02-08,"NI",-38.38
2021-02-09,"NI",-30.43
2021-02-10,"NI",-26.18
2021-02-11,"NI",-22.62
2021-02-12,"NI",-18.83
2021-02-13,"NI",-21.82
2021-02-14,"NI",-18.35
2021-02-15,"NI",-25.25
2021-02-16,"NI",-18.36
2021-02-17,"NI",-16.31
2021-02-18,"NI",-14.49
2021-02-19,"NI",-10.04
2021-02-20,"NI",-10.75
2021-02-21,"NI",1.48
2021-02-22,"NI",-9.29
2020-01-01,"NW",11.82
2020-01-02,"NW",-15.57
2020-01-03,"NW",-14.41
2020-01-04,"NW",-2.72
2020-01-05,"NW",1.83
2020-01-06,"NW",-3.74
2020-01-07,"NW",4.82
2020-01-08,"NW",10.58
2020-01-09,"NW",9.94
2020-01-10,"NW",9.24
2020-01-11,"NW",8.59
2020-01-12,"NW",7.52
2020-01-13,"NW",6.61
2020-01-14,"NW",2.11
2020-01-15,"NW",11.04
2020-01-16,"NW",12.78
2020-01-17,"NW",10.81
2020-01-18,"NW",9.37
2020-01-19,"NW",12.04
2020-01-20,"NW",5.54
2020-01-21,"NW",6.35
2020-01-22,"NW",9.99
2020-01-23,"NW",5.64
2020-01-24,"NW",6.43
2020-01-25,"NW",7.62
2020-01-26,"NW",15.69
2020-01-27,"NW",4
2020-01-28,"NW",4.3
2020-01-29,"NW",10.8
2020-01-30,"NW",11.89
2020-01-31,"NW",14.5
2020-02-01,"NW",4.74
2020-02-02,"NW",0.09
2020-02-03,"NW",4.04
2020-02-04,"NW",3.94
2020-02-05,"NW",6.33
2020-02-06,"NW",3.72
2020-02-07,"NW",6.02
2020-02-08,"NW",5.2
2020-02-09,"NW",-15.71
2020-02-10,"NW",-11.76
2020-02-11,"NW",4.18
2020-02-12,"NW",4.38
2020-02-13,"NW",2.18
2020-02-14,"NW",6.4
2020-02-15,"NW",8.8
2020-02-16,"NW",0.29
2020-02-17,"NW",7.18
2020-02-18,"NW",7.07
2020-02-19,"NW",6.27
2020-02-20,"NW",2.62
2020-02-21,"NW",-1.88
2020-02-22,"NW",1.62
2020-02-23,"NW",-5.41
2020-02-24,"NW",-14.59
2020-02-25,"NW",-3.52
2020-02-26,"NW",0.41
2020-02-27,"NW",1.32
2020-02-28,"NW",4.72
2020-02-29,"NW",2.75
2020-03-01,"NW",1.83
2020-03-02,"NW",2.3
2020-03-03,"NW",2.04
2020-03-04,"NW",3.38
2020-03-05,"NW",1.23
2020-03-06,"NW",1.14
2020-03-07,"NW",3.56
2020-03-08,"NW",2.7
2020-03-09,"NW",9.86
2020-03-10,"NW",-2.16
2020-03-11,"NW",-1.96
2020-03-12,"NW",2.14
2020-03-13,"NW",-0.85
2020-03-14,"NW",-9.36
2020-03-15,"NW",-10.71
2020-03-16,"NW",-6.73
2020-03-17,"NW",-18.17
2020-03-18,"NW",-24.45
2020-03-19,"NW",-31.42
2020-03-20,"NW",-36.99
2020-03-21,"NW",-40
2020-03-22,"NW",-40.47
2020-03-23,"NW",-33.64
2020-03-24,"NW",-37.37
2020-03-25,"NW",-37.69
2020-03-26,"NW",-37.76
2020-03-27,"NW",-37.56
2020-03-28,"NW",-37.23
2020-03-29,"NW",-54.37
2020-03-30,"NW",-33.75
2020-03-31,"NW",-33.88
2020-04-01,"NW",-32.04
2020-04-02,"NW",-31.04
2020-04-03,"NW",-31.77
2020-04-04,"NW",-29.64
2020-04-05,"NW",-29.39
2020-04-06,"NW",-27.62
2020-04-07,"NW",-32.23
2020-04-08,"NW",-27.09
2020-04-09,"NW",-26.56
2020-04-10,"NW",-26.06
2020-04-11,"NW",-22.07
2020-04-12,"NW",-24.35
2020-04-13,"NW",-37.3
2020-04-14,"NW",-29.56
2020-04-15,"NW",-23.71
2020-04-16,"NW",-22.11
2020-04-17,"NW",-23.45
2020-04-18,"NW",-26.89
2020-04-19,"NW",-27.22
2020-04-20,"NW",-21.09
2020-04-21,"NW",-21
2020-04-22,"NW",-17.82
2020-04-23,"NW",-16.79
2020-04-24,"NW",-18.64
2020-04-25,"NW",-20.62
2020-04-26,"NW",-21.82
2020-04-27,"NW",-19
2020-04-28,"NW",-23.54
2020-04-29,"NW",-20.57
2020-04-30,"NW",-13.86
2020-05-01,"NW",-32.04
2020-05-02,"NW",-24.26
2020-05-03,"NW",-27.08
2020-05-04,"NW",-18.86
2020-05-05,"NW",-18.48
2020-05-06,"NW",-19.75
2020-05-07,"NW",-18.4
2020-05-08,"NW",-17.07
2020-05-09,"NW",-14.9
2020-05-10,"NW",-20.5
2020-05-11,"NW",-18.68
2020-05-12,"NW",-17.19
2020-05-13,"NW",-18.68
2020-05-14,"NW",-14.14
2020-05-15,"NW",-12.65
2020-05-16,"NW",-13.48
2020-05-17,"NW",-14.92
2020-05-18,"NW",-10.02
2020-05-19,"NW",-10.11
2020-05-20,"NW",-8.4
2020-05-21,"NW",-1.24
2020-05-22,"NW",-18.41
2020-05-23,"NW",-14.15
2020-05-24,"NW",-19.56
2020-05-25,"NW",-10.23
2020-05-26,"NW",-8.52
2020-05-27,"NW",-10.42
2020-05-28,"NW",-8.08
2020-05-29,"NW",-5.2
2020-05-30,"NW",-4.66
2020-05-31,"NW",-4.83
2020-06-01,"NW",2.86
2020-06-02,"NW",-10.19
2020-06-03,"NW",-10.71
2020-06-04,"NW",-16.04
2020-06-05,"NW",-13.76
2020-06-06,"NW",-9.88
2020-06-07,"NW",-18
2020-06-08,"NW",-9.96
2020-06-09,"NW",-8.48
2020-06-10,"NW",-6.59
2020-06-11,"NW",-5.33
2020-06-12,"NW",-11.44
2020-06-13,"NW",-8.74
2020-06-14,"NW",-21.49
2020-06-15,"NW",-10.17
2020-06-16,"NW",-8.65
2020-06-17,"NW",-9.35
2020-06-18,"NW",-9.99
2020-06-19,"NW",-5.21
2020-06-20,"NW",-2.55
2020-06-21,"NW",-5.88
2020-06-22,"NW",-8.42
2020-06-23,"NW",-5.62
2020-06-24,"NW",-5.9
2020-06-25,"NW",-11.75
2020-06-26,"NW",-14.26
2020-06-27,"NW",-9.52
2020-06-28,"NW",-15.33
2020-06-29,"NW",-12.9
2020-06-30,"NW",-10.26
2020-07-01,"NW",-4.37
2020-07-02,"NW",-5.33
2020-07-03,"NW",-4.64
2020-07-04,"NW",-3.09
2020-07-05,"NW",-8.04
2020-07-06,"NW",-6.99
2020-07-07,"NW",-5.42
2020-07-08,"NW",-8.78
2020-07-09,"NW",-7.27
2020-07-10,"NW",-8.22
2020-07-11,"NW",-1.94
2020-07-12,"NW",3.19
2020-07-13,"NW",-7.16
2020-07-14,"NW",-8.72
2020-07-15,"NW",-4.86
2020-07-16,"NW",-9.97
2020-07-17,"NW",-6.77
2020-07-18,"NW",-1.84
2020-07-19,"NW",2
2020-07-20,"NW",-8.11
2020-07-21,"NW",-16.91
2020-07-22,"NW",-5.94
2020-07-23,"NW",-6.04
2020-07-24,"NW",-9.75
2020-07-25,"NW",-5.96
2020-07-26,"NW",-4.45
2020-07-27,"NW",-9.4
2020-07-28,"NW",-7.74
2020-07-29,"NW",-4.96
2020-07-30,"NW",-5.2
2020-07-31,"NW",-5.29
2020-08-01,"NW",-6.34
2020-08-02,"NW",-4.9
2020-08-03,"NW",-2.15
2020-08-04,"NW",-1.57
2020-08-05,"NW",-1.83
2020-08-06,"NW",0.51
2020-08-07,"NW",-1.42
2020-08-08,"NW",-2.97
2020-08-09,"NW",-4.3
2020-08-10,"NW",3.08
2020-08-11,"NW",1.99
2020-08-12,"NW",5.79
2020-08-13,"NW",9.7
2020-08-14,"NW",10.94
2020-08-15,"NW",-0.5
2020-08-16,"NW",0.16
2020-08-17,"NW",10.14
2020-08-18,"NW",10.5
2020-08-19,"NW",8.2
2020-08-20,"NW",10.59
2020-08-21,"NW",9.8
2020-08-22,"NW",1.83
2020-08-23,"NW",-3.9
2020-08-24,"NW",8.91
2020-08-25,"NW",-1.87
2020-08-26,"NW",-6.57
2020-08-27,"NW",7.62
2020-08-28,"NW",9.09
2020-08-29,"NW",3.41
2020-08-30,"NW",0
2020-08-31,"NW",12.3
2020-09-01,"NW",2.76
2020-09-02,"NW",1.41
2020-09-03,"NW",-0.67
2020-09-04,"NW",2.5
2020-09-05,"NW",-1.68
2020-09-06,"NW",1.69
2020-09-07,"NW",2.75
2020-09-08,"NW",2.21
2020-09-09,"NW",3.19
2020-09-10,"NW",1.15
2020-09-11,"NW",3.09
2020-09-12,"NW",1.68
2020-09-13,"NW",7.2
2020-09-14,"NW",3.17
2020-09-15,"NW",3.54
2020-09-16,"NW",4.01
2020-09-17,"NW",5.05
2020-09-18,"NW",4.58
2020-09-19,"NW",2.19
2020-09-20,"NW",5.88
2020-09-21,"NW",3.74
2020-09-22,"NW",4.48
2020-09-23,"NW",4.5
2020-09-24,"NW",5.5
2020-09-25,"NW",2.72
2020-09-26,"NW",-4.87
2020-09-27,"NW",-5.01
2020-09-28,"NW",1.62
2020-09-29,"NW",-0.11
2020-09-30,"NW",6.64
2020-10-01,"NW",4.5
2020-10-02,"NW",9.34
2020-10-03,"NW",4.77
2020-10-04,"NW",2.55
2020-10-05,"NW",5.9
2020-10-06,"NW",4.66
2020-10-07,"NW",-8.79
2020-10-08,"NW",-11.33
2020-10-09,"NW",-1.87
2020-10-10,"NW",-4.99
2020-10-11,"NW",-10.38
2020-10-12,"NW",-9.83
2020-10-13,"NW",-9.26
2020-10-14,"NW",-12.02
2020-10-15,"NW",-12.89
2020-10-16,"NW",-9.8
2020-10-17,"NW",-9.85
2020-10-18,"NW",-8.89
2020-10-19,"NW",-10.63
2020-10-20,"NW",-14.36
2020-10-21,"NW",-12.08
2020-10-22,"NW",-12.43
2020-10-23,"NW",-12.06
2020-10-24,"NW",-10.23
2020-10-25,"NW",-16.81
2020-10-26,"NW",-1.84
2020-10-27,"NW",-2.88
2020-10-28,"NW",-4.41
2020-10-29,"NW",-9.36
2020-10-30,"NW",-5.91
2020-10-31,"NW",-9.03
2020-11-01,"NW",-19.57
2020-11-02,"NW",-11.12
2020-11-03,"NW",-6.83
2020-11-04,"NW",-7.63
2020-11-05,"NW",-7.24
2020-11-06,"NW",-12.87
2020-11-07,"NW",-17.57
2020-11-08,"NW",-17.63
2020-11-09,"NW",-12.66
2020-11-10,"NW",-12.48
2020-11-11,"NW",-14.64
2020-11-12,"NW",-13.84
2020-11-13,"NW",-19.08
2020-11-14,"NW",-23.37
2020-11-15,"NW",-27.25
2020-11-16,"NW",-15.72
2020-11-17,"NW",-18.56
2020-11-18,"NW",-16.69
2020-11-19,"NW",-18.57
2020-11-20,"NW",-11.37
2020-11-21,"NW",-19.9
2020-11-22,"NW",-36.65
2020-11-23,"NW",-7.97
2020-11-24,"NW",-8.35
2020-11-25,"NW",-11.45
2020-11-26,"NW",-4.99
2020-11-27,"NW",-5.85
2020-11-28,"NW",-16.71
2020-11-29,"NW",-30.59
2020-11-30,"NW",-17.61
2020-12-01,"NW",-9.19
2020-12-02,"NW",-18.9
2020-12-03,"NW",-19.09
2020-12-04,"NW",NA
2020-12-05,"NW",NA
2020-12-06,"NW",NA
2020-12-07,"NW",NA
2020-12-08,"NW",-1.07
2020-12-09,"NW",-9.71
2020-12-10,"NW",-12.43
2020-12-11,"NW",0.31
2020-12-12,"NW",-24.06
2020-12-13,"NW",-32.59
2020-12-14,"NW",-15.56
2020-12-15,"NW",-4.2
2020-12-16,"NW",-21.73
2020-12-17,"NW",-21.71
2020-12-18,"NW",-17.38
2020-12-19,"NW",-25.34
2020-12-20,"NW",-27
2020-12-21,"NW",-21.66
2020-12-22,"NW",-14.88
2020-12-23,"NW",-28.88
2020-12-24,"NW",-43.31
2020-12-25,"NW",-16.01
2020-12-26,"NW",-20.3
2020-12-27,"NW",-40.25
2020-12-28,"NW",-31.08
2020-12-29,"NW",-26.44
2020-12-30,"NW",-32.12
2020-12-31,"NW",-47
2021-01-01,"NW",-6.43
2021-01-02,"NW",-27.43
2021-01-03,"NW",-22.4
2021-01-04,"NW",-24.71
2021-01-05,"NW",-24.33
2021-01-06,"NW",-19.81
2021-01-07,"NW",-21.02
2021-01-08,"NW",-21.23
2021-01-09,"NW",-22.77
2021-01-10,"NW",-15.27
2021-01-11,"NW",-20.82
2021-01-12,"NW",-23.11
2021-01-13,"NW",-18.49
2021-01-14,"NW",-16.69
2021-01-15,"NW",-18.58
2021-01-16,"NW",-21.18
2021-01-17,"NW",-21.24
2021-01-18,"NW",-19.74
2021-01-19,"NW",-22.94
2021-01-20,"NW",-12.75
2021-01-21,"NW",-15.09
2021-01-22,"NW",-15.58
2021-01-23,"NW",-17.72
2021-01-24,"NW",-18.46
2021-01-25,"NW",-19.23
2021-01-26,"NW",-20.63
2021-01-27,"NW",-15.92
2021-01-28,"NW",-18.23
2021-01-29,"NW",-14.15
2021-01-30,"NW",-17.95
2021-01-31,"NW",-4.87
2021-02-01,"NW",-19.64
2021-02-02,"NW",-20.7
2021-02-03,"NW",-21.46
2021-02-04,"NW",-16.66
2021-02-05,"NW",-18.26
2021-02-06,"NW",-25.12
2021-02-07,"NW",-42.85
2021-02-08,"NW",-37.32
2021-02-09,"NW",-30.74
2021-02-10,"NW",-28.84
2021-02-11,"NW",-24.94
2021-02-12,"NW",-24.81
2021-02-13,"NW",-22.41
2021-02-14,"NW",-19.5
2021-02-15,"NW",-28.95
2021-02-16,"NW",-19.54
2021-02-17,"NW",-18.8
2021-02-18,"NW",-19.22
2021-02-19,"NW",-15.99
2021-02-20,"NW",-10.77
2021-02-21,"NW",1.78
2021-02-22,"NW",-11.4
2020-01-01,"RP",5.56
2020-01-02,"RP",-17.69
2020-01-03,"RP",-16.56
2020-01-04,"RP",-5.3
2020-01-05,"RP",0.26
2020-01-06,"RP",-7.06
2020-01-07,"RP",0.85
2020-01-08,"RP",5.61
2020-01-09,"RP",5.48
2020-01-10,"RP",5.26
2020-01-11,"RP",4.18
2020-01-12,"RP",3.9
2020-01-13,"RP",2.11
2020-01-14,"RP",1.08
2020-01-15,"RP",8.98
2020-01-16,"RP",8.78
2020-01-17,"RP",6.63
2020-01-18,"RP",6.15
2020-01-19,"RP",6.62
2020-01-20,"RP",3.22
2020-01-21,"RP",4.03
2020-01-22,"RP",9.99
2020-01-23,"RP",4.98
2020-01-24,"RP",5.91
2020-01-25,"RP",4.9
2020-01-26,"RP",7.9
2020-01-27,"RP",2.14
2020-01-28,"RP",1.88
2020-01-29,"RP",10.42
2020-01-30,"RP",10.72
2020-01-31,"RP",11.35
2020-02-01,"RP",4.96
2020-02-02,"RP",-0.19
2020-02-03,"RP",6.84
2020-02-04,"RP",6.81
2020-02-05,"RP",5.21
2020-02-06,"RP",5.92
2020-02-07,"RP",4.26
2020-02-08,"RP",2.18
2020-02-09,"RP",-8.95
2020-02-10,"RP",-7.26
2020-02-11,"RP",6.78
2020-02-12,"RP",1.37
2020-02-13,"RP",2.78
2020-02-14,"RP",4.34
2020-02-15,"RP",2.24
2020-02-16,"RP",1.53
2020-02-17,"RP",-5.38
2020-02-18,"RP",-4.17
2020-02-19,"RP",-7.38
2020-02-20,"RP",-6.93
2020-02-21,"RP",-7.6
2020-02-22,"RP",1.03
2020-02-23,"RP",-0.81
2020-02-24,"RP",-12.81
2020-02-25,"RP",-8.91
2020-02-26,"RP",-2.51
2020-02-27,"RP",-0.25
2020-02-28,"RP",3.16
2020-02-29,"RP",1.22
2020-03-01,"RP",-2.68
2020-03-02,"RP",4.16
2020-03-03,"RP",4.57
2020-03-04,"RP",1.6
2020-03-05,"RP",-1.12
2020-03-06,"RP",1.53
2020-03-07,"RP",0.42
2020-03-08,"RP",2.02
2020-03-09,"RP",7.6
2020-03-10,"RP",-0.45
2020-03-11,"RP",-0.97
2020-03-12,"RP",-0.53
2020-03-13,"RP",0.49
2020-03-14,"RP",-11.45
2020-03-15,"RP",-6.49
2020-03-16,"RP",-6.33
2020-03-17,"RP",-14.73
2020-03-18,"RP",-22.47
2020-03-19,"RP",-25.91
2020-03-20,"RP",-28.1
2020-03-21,"RP",-45.66
2020-03-22,"RP",-42.27
2020-03-23,"RP",-31.66
2020-03-24,"RP",-34.51
2020-03-25,"RP",-36.48
2020-03-26,"RP",-36.66
2020-03-27,"RP",-34.86
2020-03-28,"RP",-35.73
2020-03-29,"RP",-51.25
2020-03-30,"RP",-30.31
2020-03-31,"RP",-31.33
2020-04-01,"RP",-31.62
2020-04-02,"RP",-28.94
2020-04-03,"RP",-29.83
2020-04-04,"RP",-30.76
2020-04-05,"RP",-31.85
2020-04-06,"RP",-25.46
2020-04-07,"RP",-30.28
2020-04-08,"RP",-27.93
2020-04-09,"RP",-24.94
2020-04-10,"RP",-31.97
2020-04-11,"RP",-22.35
2020-04-12,"RP",-27.97
2020-04-13,"RP",-41.47
2020-04-14,"RP",-25.77
2020-04-15,"RP",-23.6
2020-04-16,"RP",-22.27
2020-04-17,"RP",-21.84
2020-04-18,"RP",-26.03
2020-04-19,"RP",-28.76
2020-04-20,"RP",-19.15
2020-04-21,"RP",-18.97
2020-04-22,"RP",-17.65
2020-04-23,"RP",-18.11
2020-04-24,"RP",-17.48
2020-04-25,"RP",-19.1
2020-04-26,"RP",-21.19
2020-04-27,"RP",-17.2
2020-04-28,"RP",-21.72
2020-04-29,"RP",-18.85
2020-04-30,"RP",-16.4
2020-05-01,"RP",-37.71
2020-05-02,"RP",-20.1
2020-05-03,"RP",-23.98
2020-05-04,"RP",-15.9
2020-05-05,"RP",-14.36
2020-05-06,"RP",-16.1
2020-05-07,"RP",-14.18
2020-05-08,"RP",-14.68
2020-05-09,"RP",-16.71
2020-05-10,"RP",-17.52
2020-05-11,"RP",-21.49
2020-05-12,"RP",-13.29
2020-05-13,"RP",-15.65
2020-05-14,"RP",-11.63
2020-05-15,"RP",-10.23
2020-05-16,"RP",-7.86
2020-05-17,"RP",-9.24
